table,rows,bytes,fetch_sec,insert_sec,ok,error
AccountingDocHeaders,20,2573,0.10260295798070729,0.005926417012233287,True,
AccountsIntegration,4,1770,0.09185416699619964,0.0034263329580426216,True,
AccountStatus,3,873,0.08983199996873736,0.0053102909587323666,True,
Addons,0,0,0.0,0.0,True,
AddressLogs,362,110528,0.2163812500075437,0.022668000019621104,True,
ai_inv,2653,143359,0.18392237497027963,0.05011354200541973,True,
ai_purc,3255,176470,0.21713791700312868,0.0638795830309391,True,
aieqlist,9975,326507,0.2596672079525888,0.12187366699799895,True,
alloc,0,0,0.0,0.0,True,
AntiFraudActions,8,781,0.0906221250188537,0.004559124994557351,True,
API_Requests,3,4282,0.10096525005064905,0.014512582973111421,True,
API_Responses,2,3298,0.09880133299157023,0.018723957997281104,True,
APIs,2,188,0.09349929098971188,0.0036968750064261258,True,
Audit,16513,7640576,1.88444629102014,0.7473685840377584,True,
BatchItemDisposals,0,0,0.0,0.0,True,
BespokeSettings,178,13687,0.09895529202185571,0.011546500027179718,True,
CaseCodeReturns,0,0,0.0,0.0,True,
category,268,43579,0.10169745801249519,0.01726933295140043,True,
ClassTransfers,199,16115,0.09265416697598994,0.010395332996267825,True,
Company,835,1414748,0.38782308402005583,0.13071791600668803,True,
CompanyAntiFraud,347,72791,0.10612691700225696,0.016485625004861504,True,
CompanyPics,0,0,0.0,0.0,True,
compfilt,2,320,0.09254787495592609,0.004060957988258451,True,
compfllk,21,953,0.1061513340100646,0.0038974169874563813,True,
COMPOSIT,220,31662,0.09972974995616823,0.011350125016178936,True,
config1,2,65248,0.11664191703312099,0.023274292005226016,True,
CONTACTS,1367,316786,0.1679103330243379,0.06348133296705782,True,
CorrespondenceTypes,5,400,0.10616929101524875,0.003800167003646493,True,
Costs,826,705550,0.20960591605398804,0.10064141696784645,True,
CostsDetail,11,3447,0.09208395797759295,0.008319041051436216,True,
creditcard,0,0,0.0,0.0,True,
Crew,13534,30599120,6.0317094580386765,1.9940590829937719,True,
Crew_Function,8,707,0.11038500000722706,0.007350082974880934,True,
Crew_header,4392,1751247,0.4692574589862488,0.20983762497780845,True,
CrewAccommodation,0,0,0.0,0.0,True,
CrewAccommodationLkp,0,0,0.0,0.0,True,
CrewActivities,69506,9429357,2.5998200409812853,1.0406710839597508,True,
CrewAffinities,4,541,0.09169349999865517,0.004215042048599571,True,
CrewAttributes,5,731,0.09835391695378348,0.00455541699193418,True,
CrewEqlNew,435,19628,0.09697112505091354,0.01662187505280599,True,
CREWJOBS,986,100977,0.11805195803754032,0.0339307080139406,True,
CrewPeopleAttributes,8,979,0.0879105829517357,0.005344874982256442,True,
CrewPeopleLkp,172,10915,0.09381704102270305,0.01084466598695144,True,
CrewPositionOffers,6287,1318243,0.3181730000069365,0.18585091701243073,True,
CrewPositions,12346,2271565,0.5618890000041574,0.27727241697721183,True,
CrewShifts,21802,17693839,2.8232281249947846,1.2256972499890253,True,
CrewTasks,8,912,0.09060779103310779,0.0038553749909624457,True,
CREWTYPE,32,34813,0.1067220420227386,0.010131874994840473,True,
crmActivities,2,966,0.09569004201330245,0.0037704999558627605,True,
crmActivityPriority,5,282,0.09544262499548495,0.004594416997861117,True,
crmActivityStatus,4,337,0.1135827079997398,0.004291207995265722,True,
crmActivityTypes,4,233,0.09427008300554007,0.005233875010162592,True,
crmCampaign,0,0,0.0,0.0,True,
crmLeads,11,5063,0.09403983398806304,0.005781250016298145,True,
crmLeadSource,4,229,0.09182845894247293,0.006400250014849007,True,
crmLeadStatus,7,657,0.10067741700913757,0.004650000017136335,True,
crmLeadType,1,122,0.08791350002866238,0.003729916992597282,True,
CRMUsers,1,219,0.09445533296093345,0.009896166971884668,True,
CURRENCY,4,1624,0.08975620905403048,0.004436457995325327,True,
defcon,10,1489,0.09223024995299056,0.003953500010538846,True,
Departments,2,165,0.08786024997243658,0.0038400000194087625,True,
depreciate,5,865,0.09037287498358637,0.005175541038624942,True,
Diary,3,1691,0.09354408300714567,0.005157915991730988,True,
DiaryCategories,10,871,0.0893727500224486,0.005404583003837615,True,
DiaryUsers,2,297,0.0928877079859376,0.004084249958395958,True,
DocumentFolders,2,388,0.09149125003023073,0.007492707984056324,True,
Documents,4778,3495246,0.7869117920054123,0.2683482500142418,True,
DocumentTypes,0,0,0.0,0.0,True,
Email_Ignores,1,239,0.08895537501666695,0.004316416976507753,True,
Email_IMAP,10,3915,0.10045608296059072,0.004845749994274229,True,
Email_IncomingFolders,14,1513,0.0967472919728607,0.005543250008486211,True,
Email_IncomingMatches,1452,412710,0.1574237499735318,0.06421099998988211,True,
Email_IncomingRecipients,3754,344856,0.16848225001012906,0.07574420800665393,True,
Email_IncomingUsers,6338,327448,0.18715791701106355,0.09743083303328604,True,
EMAIL_UID,6814,380861,0.20133108302252367,0.12457645899849012,True,
EmailAddressWarehouse,950,319271,0.13037620799150318,0.053300750034395605,True,
EmailRecipients,5239,981627,0.26627416600240394,0.1678500000271015,True,
EmailSentLog,3985,833751,0.25367091700900346,0.1539098749635741,True,
EmailSentMessages,4581,5064018,0.8413066670182161,0.24765820801258087,True,
EmailTemplates,2,4473,0.0927822919911705,0.0049917909782379866,True,
EmailTemplatesRecipients,1,365,0.09128508402500302,0.005667374993208796,True,
EmailTemplateUsers,6,371,0.09256291604833677,0.009959042014088482,True,
EqlistMarkUps,0,0,0.0,0.0,True,
EQLISTS,8889,19361212,3.0046707080327906,1.4347626669914462,True,
EqSectionCategories,0,0,0.0,0.0,True,
EqSections,13472,2392297,0.6225146669894457,0.29220858303597197,True,
ext_company,1670,766303,0.19336995796766132,0.08523687499109656,True,
Ext_PriceMode,1855,161072,0.13585262501146644,0.058696958993095905,True,
Ext_PriceModeLkp,4,524,0.09638420795090497,0.004205333010759205,True,
EXT_TAX,1,280,0.09768954198807478,0.004002667032182217,True,
extern,365,54254,0.10998595901764929,0.022392124985344708,True,
ExternalNumbers,0,0,0.0,0.0,True,
FeatureCollections,6,334,0.09592658403562382,0.005232916970271617,True,
FeatureCollectionsLkp,457,35279,0.10367862501880154,0.01262362499255687,True,
Features,135,13298,0.10149704199284315,0.009018125012516975,True,
filters,2,335,0.09408599999733269,0.004035874968394637,True,
filtlook,89,3559,0.0930482079857029,0.007776374986860901,True,
FreeText,3636,368302,0.15629329200601205,0.08988733298610896,True,
GlobalDispatch,1,336,0.08867370802909136,0.003227749955840409,True,
GlobalDispatchJobs,2,352,0.0858062079641968,0.003947334014810622,True,
GlobalDispatchLoadPreps,0,0,0.0,0.0,True,
GlobalDispatchLoads,1,298,0.08822716696886346,0.006925083987880498,True,
GlobalReturnsHeader,2168,346569,0.15803824999602512,0.07149316597497091,True,
Hetype,2280,4170949,0.7771972079644911,0.36396354204043746,True,
hiretrack_version,1,451,0.10085258301114663,0.0034009579685516655,True,
I_MASTER,0,0,0.0,0.0,True,
ImageTypes,6,986,0.09467737498925999,0.004573791986331344,True,
INT_AccountsExport,22,3444,0.09666495799319819,0.0061489170184358954,True,
INT_FinancialHistory,0,0,0.0,0.0,True,
INVDATA,141442,74842076,16.214130165986717,5.687570624984801,True,
InventoryLogs,0,0,0.0,0.0,True,
Invoice,2653,6039236,1.254099874990061,0.4411528749624267,True,
Item,11359,9948775,1.4805364580242895,0.8284175000153482,True,
ItemPics,0,0,0.0,0.0,True,
ItemsBatch,99,6502,0.08933466603048146,0.005894375033676624,True,
JobFinances,81389,37610096,5.921580416965298,2.407797791005578,True,
JobLogs,401885,149361385,31.9553746249876,11.3103696659673,True,
JobNarrativeAreas,1,110,0.09159225004259497,0.0111708749900572,True,
